"wp_product_id","name","wp_event_id","price","stock_qty","sold_count"
"758543","19.04.26 Earlybird","758537","79","0","33"
"758563","09.05.26 Earlybird","758553","79","36","14"
"758580","22.05.26 Earlybird","758572","79","17","33"
"781435","Bilet Donatie","781426","120","57","43"
"785909","Categoria III","783573","40",,"0"
"785914","Categoria II","783573","50",,"0"
"785915","Categoria I","783573","60",,"8"
"789025","INVITATIE (2 persoane)","734449","0","0","50"
"796069","08.05.26 Earlybird","796048","79","27","23"
"810929","17.04.26 Acces","810915","70","137","3"
"810930","17.04.26 Acces elevi/studenti","810915","50","137","3"
"810931","17.04.26 Acces 2 persoane","810915","60","68","2"
"821259","19.04.26 Acces general","821163","135","93","7"
"821378","18.04.26 Presale 2","821363","130","329","171"
"826830","22.05.26 Presale fara loc","826818","65","187","13"
"827598","19.04.26 Acces fara loc","827575","120","249","21"
"827599","25.04.26 Presale","827580","120","360","15"
"827601","26.04.26 Presale","827586","120","274","46"
"828377","Categoria A","828363","90","144","26"
"832254","25.04.26 Acces","832234","50","237","13"
"834100","26.04.26 Presale","834009","49","138","12"
"837453","Phase 1","837422","1050","21","4"
"839496","30.04.26 Acces","839482","79","74","26"
"839520","Abonament Earlybird","839502","99","26","74"
"840189","Acces la masa ____ loc ___","840164","0","0","30"
"840557","23.04.26 Acces","840536","69","44","6"
"842912","17.04.26 Presale","842802","60","41","9"
"842917","18.04.26 Earlybird","842807","60","43","7"
"842985","19.04.26 Earlybird","842822","60","21","29"
"843066","22.04.26 Earlybird","842860","65","7","43"
"843074","23.04.26 Earlybird","842871","65","18","32"
"843086","25.04.26 Earlybird","842899","65","16","34"
"843654","21.04.26 Presale","843640","49","144","6"
"843753","09.04.26 Acces ora 20:00","763838","70","0","0"
"843757","10.04.26 Acces ora 20:00","811673","70","0","1"
"844298","01.05.26 Earlybird","844288","45","13","17"
"844998","Bilet promotie","844986","20","22","8"
"846081","Acces","846071","50","137","13"
"848502","14.05.26 Presale","848495","60","58","12"
"849609","15.04.26 Acces","849585","70","95","5"
"849628","16.04.26 Acces","849592","70","33","67"
"849641","17.04.26 Acces","849606","70","90","10"
"849657","18.04.26 Acces","849613","70","35","10"
"850016","24.04.26 Bilet ora 20:30","849988","70","60","0"
"850129","09.04.26 Acces","850120","60","130","20"
"850796","23.04.26 Acces VIP","850791","159","48","2"
"850940","Presale Abonament General Acces Pass","826630","108","491","9"
"850966","16.04.26 Acces","834794","70","63","37"
"851373","Bring a Friend","837422","975","10","2"
"851513","06.06.26 Super Early Bird","851505","60","546","54"
"852953","25.09.26 Presale","852926","89","200","0"
"852973","26.09.26 Early Bird","852967","79","47","3"
"853026","30.04.26 Earlybird","853015","100","0","20"
"853030","30.04.26 Presale","853015","120","28","2"
"853895","Taxă de participare - BARBATI","853234","200","37","11"
"853896","Taxă de participare - FEMEI","853234","200","35","12"
"854176","29.04.26 Acces","826940","120","328","2"
"854209","14.05.26 Earlybird","854201","25","25","25"
"854712","18.04.26 Acces","854644","20","298","2"
"854716","18.04.26 Bilet promotie","854644","15","142","8"
"854803","Earlybird -Taxă de participare - FEMEIE","854778","89","49","1"
"855148","25.04.26 Presale","855139","50","148","2"
"856396","30.05.26 Earlybird","856387","66","38","12"
"856626","29.05.26 Bilet ora 18:30","856617","70","60","0"
"856781","17.04.26 Acces VIP","856775","150","148","2"
"856800","Presale Abonament","856794","80","1994","6"
"856820","Presale Bilet 28.06.2026","856794","40","1998","2"
"856890","17.11.25 Earlybird","856874","69","49","1"
"856893","18.11.25 Earlybird","856879","69","43","7"
"857297","Acces vineri 10.04.26","857286","45","100","0"
"857935","15.05.26 Presale","857926","70","149","1"
"857938","15.05.26 Acces","857926","80","150","0"
"858068","Full day acces","858055","190",,"0"
"858074","First part acces (10:30 - 20:00)","858055","130",,"0"
"858076","Second part acces (14:30 - 01:00)","858055","130",,"0"
"858112","08.05.26 Presale","858108","80",,"8"
"858113","08.05.26 Acces","858108","100",,"0"
"858114","08.05.26 Acces elev/student","858108","50",,"1"
"858224","Promo Abonament general","800982","160","496","4"
"858237","30.04.26 INVITATIE","839482","0","0","50"
"858238","24.04.26 Acces","858232","53","96","4"
"858549","18.04.26 Acces","858545","25",,"14"
"859072","Abonament Earlybird pt 2 zile","859067","100","283","17"
"859073","Taxa campare pt o zi","859067","20",,"4"
"859077","Bilet o zi SAMBATA","859067","75","1000","0"
"859079","Bilet o zi VINERI","859067","75","1000","0"
"859925","INVITATIE (o persoana)","792707","0","0","100"
"859946","25.04.26 Acces","859936","50",,"0"
"860058","Acces la masa ____ loc ___","859936","0","0","0"
"860075","01.05.26 Presale","860067","35","198","2"
"860076","01.05.26 Acces","860067","45","200","0"
"860092","120 lei Acces cash","855953","0","0","100"
"860367","25.04.26 Acces","860326","50","150","0"
"860396","24.05.26 Acces","860386","50","150","0"
